comment,price_value
من دوروزه گوشی به دستم رسیده عالی هست خیلی باحاله و قیمتی خوبی داره توصیه میکنم بخرید واقعا هنگ نمی‌کند و سامسونگ A71 عالیه,1
"من برای برادرم خریدم 
بسیااار عااالی بود 
و برادرم خیییلی ذوق کرد ",0
من شش سال پیش از بیرون گرفتم. ولی خوب کارکرد,0
من باری دومین بار ای دیجی کالا خرید کردم اصلا از این خریدم راضی نبودم جعبه اندازه اش خیلی کوچیکه و هم چنین شما گفتین یه سی دی همراهش هست ک نبود کارتن دسته بندی هم قسمتی از ان پاره شده بود من اصلا راضی نبودم ........,0
"سایزش کوچیکه ولی نسبت به  قیمتی که داره در کل خوبه و اینطور مثل عکس داخل قوطی نیس
بسته بندی افتضاحی داشت",1
سلام این سیم شارژر یک متری نیست کمتر از یک متر است,0
ضعف کالا عدم پوشش لبه های صفحه نمایش هست.,0
من طلایی خریدم دقیقا مثله عکس بود یعنی تل طلایی بود و گلهاش سفید. کاش از همه رنگهاش عکس میزاشتن تا مشخص میشد منظور از رنگهای مختلف چیه,0
این لامپ آبی نیست ،اصلا به نیت آبی خرید نکنین.من به نظر دوستان توجه نکردم و متوجه شدم که اشتباه کردم,0
خوب بود، فقط بهتر بود میله‌ها یه مقدار محکم‌تر بودن، اگه با قیمت مناسب‌تری عرضه میشد بهتر بود، در کل راضی هستم.,1
"نورش عالیه و قیمت مناسبی داره اما سوکتش به ۱۳۱ نمیخوره من کلا سیمشو عوض کردم یه سیم محکم تر انداختم و با چسب حرارتی محکم ترش کردم که ارزششو داشت
عکسشم میذارم که ببینید",1
فکر کنم کالای دیگه ای رو برام اوردن چون خیلی ریز و نازک هستش,0
محصولی که به دستم رسید قطعه اش ناقص بود لطفا بیشتر دقت کنید مجبور شدم مرجوع کنم,0
برای کسایی که باغچه ای دارن یا کار با چوب رو دوست دارن وسیله ارزون و کارامدی هست، حتما پیشنهاد میکنم,1
با توجه به قیمت خوب بود و راضی بودم از کالا,1
این شیشه پاک کن از مطلوب های بازار است و قدمت نام تولیدکننده باعث اطمینان بخشی در انتخاب کالا در نزد مصرف کننده میشود....کیفیت و قدرت پاک کنندگی خوبی دارد... در شگفت انگیز به طور حتم ارزش خرید بالایی دارد,1
"خوبه کوچیه یکم ضبره ولی خوبه 
و فقط به درد صابون ابرو میخوره من واسه ریمل ابرو خریدم کارای نداشت",0
"خوب بود در حد متوسط 
قیمت هم عالی بود
وبا این قیمت پیشنهاد میکنم",1
جنس و قیمت و سایزش عالی بود البته من تو تخفیف خریدم ولی الانم ارزششو داره بخرین تو کرکی هستش,1
بوش بسیار خوبه و بسته بندی زیبایی داره آبرسانیش هم معمولی بود برای کسایی که بوی عطر زیاد اذیتشون میکنه پیشنهاد نمیشه اما من راضی بودم,0
"اندازه و قواره مناسب داره ولی قسمتهای کشباف مثل سر آستین و پایین ژاکت گشاد هستش.
ظاهرش شیک و قشنگ هست.",0
دقت کنید که نوشته تو تیتر که فقط ۹ ای ام هست، اما بسته ترکیبی می فرستند که نصفش decaf و دور ریختنی هست. فقط ۶ تا ۹ ای ام توش هست. واسه همین از ارزون تره. نصفش دور ریختنی هست.,1
خوبه پیشنهاد میکنم جای دیگه ۱۰ متری همین قیمته,1
از لحاظ قیمت عالیه نسبت به مغازه.انگاری قیمت عمده هستش.به نظرم بگیرید,1
سرعت دانلودم باهاش ۵۰ کیلوبایت بر ثانیست به درد هیچی نمیخوره میخوام رو راست باشم اگه پیر مرد ۹۰ ساله ای هستین ک فقط واتساپ چک میکنید بهتون پیشنهاد میکنم چون یک نفر هم نمیتونه استفاده کنه چ برسه به چهار پنج نفر,0
کیفیت خوبی داره و جزوه بهترین سنسورهاست ولی متاسفانه حداقل شصت هزار تومن از بازار گرون تر هست,1
خوبه اگر قیمت یه کم پایینتر باشه خیلی عالی میشه.,1
با قیمت خریداری شده متناسب بوده و در مجموع عمر کوتاهی دارد,1
نسبت به قیمتش اصلا نمی ارزه، رنگ محصول هم خیلی زشت بود,1
بسیار عالی و بدون هیچ عیب و نقصی،متن زیبا و...,0
واقعا دمش گرم هرکی ساخته خیلی عالی بود فقط اگه قیمتش پایینتر بود دیگه عالیتر میشد,1
فقط ارزون بود اگه نه کیفیت آن چنانی نداره,1
بد نبود.کارتریچ فابریک با اینکه پیغام کم بودن شارژ میداد ولی کیفیت چاپ فوق العاده بود.اما با این مجبور شدم شدت رنگ رو از ۶۰۰ به ۱۲۰۰ تغییر بدم تا کیفیت ۶۰۰ کارتریج فابریک داشته باشم.ولی در کل بد نیست.به قیمت می ارزه.خصوصا بسته بندی خوبی داره,1
"واقعا عالی خیلی خوش فرم و دوخت تمیز
در خریدش اصلا شک نکنید",0
خوب بود  گرمایش مناسب و ایمن دارد من با این المنت یک پد گر مایشی در ابعاد ۲۰ در ۲۰ ساختم برای گرم نمودن کمرم و فعلا راضی هستم,0
با کیفیت و شیک هستش ولی حواستنون باشه این کیف بیشتر برای حمل تبلته,0
کاربردی و استفاده خیلی راحت به خصوص برای کودکان ، کیفیت و چسبندگی قابل قبول بود ، از خریدم راضی هستم,1
"من این هدفونو خریدم برای گیم و کارای تدوین فیلم و تنظیم صدا، دقیقا برا کارایی که هدفون باید زمان زیادی رو سر باشه.
کیفیت صدای محشری داشت. میکروفونش نویز داشت و با تنظیمم کم نشد و صدارو بم میکرد.
من با میکروفونش زیاد کار نداشتم ولی از کیفیت صداش راضی بودم، ولی مرجوعش کردم چون یکم گنده بود و کله من یکم کوچیکه و بعد ۱۰ دقیقه کلافه میشدم که البته مشکل از هدفون نیست، ولی انصافن کیفیت بالایی داشت..
در ضمن اینم بگم که روی هدفون دکمه ای برای خاموش کردن RGB هدفون نداشت و وقتی سیستمو خاموش کردم همینطوری روشن موند.
مجبور شدم USB رو از برق بکشم.(البته شاید من بلد نبودمم
ولی در کل پیشنهاش میکنم.",0
از لحاظ کیفیت ساخت دستگاه بسیار ضعیف و بی دقت ساخته شده سیم خروجی بلافاصله جداشده و کوتاه بود و صدای بی کیفیتی هم داره و مرجوع هم نمیکنند دروغه,0
بیش از انتظارم بزرگ بود ، ولی ضخامتش خوب و کاربردیه,0
"سلام
اندازه اش خیلی کوچک بود.تقریبا 10سانت بود.
در هیچ توضیحی ذکر نشده بود که اندازه اش برای همزن برقی مناسب است یا دستی!!!!!!
اصلا به درد نمی خوره.
این کاور به دردنخور را از حساب کاربری و درخواست خریدهای دوستم سفارش داده بودم.
مرجوع دادم.",0
واقعا انتظار این صدای بالا رو نداشتم عالی بود ماشاالله,0
سلام ،من حدود یک هفته هستش این گوشیو تهیه کردم ،گوشیه خوش دست و خوبه ،از لحاظ دوربینم واقعا خوبه به نظرم ،امکانات خوبیم داره،البته من یکم گرون خریدم ولی الان با این قیمت ارزش خرید خیلی بیشتری داره ،درمورد باطری هم باید بگم که ،نه خیلی قویه نه خیلی ضعیفه ،من با اداپتور ۲۰ وات اورجینال شارژ میکنم ،هم زود شارژ میشه ،هم اینکه تقریبا شارژش برام کافیه با اینکه خیلی با گوشی کار میکنم،درکل کوشیه خوبیه و من ازش راضیم,1
خیلی زیبا بود اما جنس خوبی نداره ولی به قیمتش میرزه,1
من قبلاً با سامسونگ کار می گردند ولی رابط کاربری هواوی خیلی متفاوت ولی در نمونه های مشابه با همین قیمت واقعاً سخت افزار قوی تری دارد,1
"بنده دو مدل خریدم 
از این فروشگاه و با قیمت بالا تر از فروشگاه سیب 
این ۲لایه و گرونه ۳لایه پیچ شده 
اگه در نظر دارید بدونید اختلاف قیمت کجا رفته",1
تمام کتاب های دوراس بی نظیرن. این هم مثل بقیه. ,0
سلام .نسبت به قیمتش  می ارزه بخریش.جنس و دوخت عالی بود و لی سایز جورابش خیلی کوچک بود.من سایز ۱۲ سال خریدم ولی جورابش برا ۷ سال خوب بود,1
"با سلام 
من امروز به دستم رسید 
جنس فوق العاده ای داره حتما خریداری کنید 
دم دیجی کالا گرم 
واقعا محصولاتش حرف نداره",0
از کتابفروشی با قیمت بالاتر تهیه کرده بودم ک کادو بدم  قیمت دیجی مناسب بود مجدد گرفتم ک خودم بخونم,1
شن آکواربوم خوشگل سیاه قشنگ و قیمت لااااالییییی,1
سوتین دارای کش پهن، خوش دوخت و زیبا، نرم و راحت,0
روی محصول هیچ علامتی از ارگانیک وجود ندارد,0
رنگش قشنگ بود ولی بسیار بی کیفیت و جنس بدرد نخور هم رویه هم آستر اصلا پیشنهاد نمیکنم,0
گوشی خوبی نیست کمتر هزینه کنید جنس بدتر بگیرید...,1
کوشولو و ریزه میزه. جون میده برا پر کردن آب و جنگ بادکنک آبی,0
با این مقدار پول ، تلویزیون خوب و عالی هستش,1
ارزش خرید داره، واقعا باکیفیت بود و خوش قیمت,1
برند معتبر و قیمت در شگفت انگیز بسیار به صرفه و عالی,1
این چای ساز رو برای دفتر چهار نفره خریدیم و خیلی هم پشت سر هم استفاده نمیشه ولی در طول یک ماه دو بار سوخت و برای گارانتی فرستادم. خوشبختانه بدون دریافت هزینه تعمیر کردند ولی هر بار ۵۰ هزار تومان هزینه پیک دادیم. به هیچ وجه خریدش رو توصیه نمیکنم.,0
ب شدت کوچیکه ،ب درد خاله بازی بچه ها میخوره،اصلا مناسب نیس برا مهمانی.,0
این کیسه اب گرم واقعا خوشگل و نرم و گوگولیه.ولی سایزش خیلی کوچیکه من قشنگیش بیشتر برام مهم بود مرجوع نکردم.فقط رنگشو نوشتن صورتی اونی ک برای من فرستادن بنفش بود,0
"قیمت کمی بالاست اما دقیقا اندازه پیانو من بود/p125.
راضی هستم.جای دیگه ای این محصول را پیدا نکردم.",1
"با بسته بندی خوب و مناسب بدستم رسید
کتاب متفاوتی با اون چیزی بود که فکر می کردم البته هنوز کامل نخوندم تقریبا نصفشو خوندم
بیشتر به درد نوسان گیری می خوره امیدوارم تو بازار بورس هم جواب بده",0
این لنت و توی مغازه ب قیمت بالاتر از دی جی کالا خریده بودم قبلا.,1
توی عکس اسپری داره ولی برام با درب ساده فرستادن !!!,0
"قیمت خیلی مناسبی داره و کیفیت چاپ خوبه، تنها ایرادی که میشه گرفت وزن کتابه
شخصا کاغذ بالکی رو برای کتاب های انگیلسی زبان ترجیح میدم",1
من همیشه دارم استفاده میکنم و نسبت به قیمت، کیفیتش عالیه حتی در برابر نمونه‌های برندهای خارجی,1
این پایه ثابته و قابلیت تغییر ارتفاع یا زاویه ایستادن رو نداره، ولی طراحیش برای استفاده از گوشی زمان اتصال به شارژر مناسبه.,0
خیلی خوبه و بهتره قبل از استفاده بخش مورد نظر رو تمیز کنیدد,0
من تا حالا ۳دست از این ست خریداری کردم،ببسیار نرم و راحت برای کودکان،شلوار راحتی هم داره و نسبت به قیمت خییییلی  خوب بود,1
به نظرم بهتره یکم بیشتر هزینه کنین و ماژول بهتری بگیرین،اینم بد نیست و حجم صدایی که میده نسبت به ابعادش شگفت زده تون میکنه،مصرف برقش در حد صفره و حتی پاور بانک وصل کردم انقدر جریان کشیش کمه که پاوربانک خاموش میشه،من وصلش کردم به یه باند ۸۰ وات ال جی که به راحتی باند رو راه اندازی کرد ولی کیفیت صدا رو تا ۲۰ درصد کاهش میده که برای خیلیا اصلا قابل تشخیص نیست و مهم تر اینکه توی ولوم بالای ۶۰ درصد صدا رو به شدت آشفته و خراب میکنه،قیمتیم نداره که بخواین تو خریدش شک کنین بخرین ایرادی نداره،در کل برای گوش دادن به موسیقیای بیس دار خوبه ولی جزئیات آهنگ رو بین ۲۰ تا ۳۰ درصد از بین میبره،من خریدش رو پیشنهاد میکنم,1
هم قیمتش خوبه هم اینکه خوشگله. بهتر از مدلای قوباغه ایو صدفیه,1
قیمت خوبی دارد اما نباید انتظاری همانند مدادهای مارک معروف و باکیفیت  را داشت ، برای صرفه جویی در هزینه خوب است.,1
دوستان توجه داشته باشید این رومیزی فقط روی سطح میز چهار نفره رو میپوشونه و آویزون میشه از روی میز .,0
واقعاً عالیه چون به تاچ ضربه نمیزنه و اینکه سریع عمل می‌کنه اگر خریدید برید و چند دست تمرین کنید و بعد دستتون راه میوفته درکل عالیه ممنون دیجی,0
کیفیت خوبی داره و برای خرید پیشنهاد میکنم.,1
تمام تیکه چوب های اضافه کابینت و بسیار بی کیفیت و رنگا به رنگ ,0
مارک این لی همه چیزش خوبه .من راضی هستم .با تشکر از دیجی کالا,0
مای بیبی خوبه ولی حیف که گرون شده ولی با تخفیف خریدم عالیه.ممنون از دیجی کالا,1
اگر یه پد با قیمت خوب میخواین بخرین من از بازاز با سه برابر قیمت اینو خریدم,1
شیک و ظریفه و واقعا برای طراحی و کاشت مناسبه خیلی کیوت و نازن نسبت به قیمت ارزش خرید داره البته من ۹۰۰۰تومن خریدم,1
"برای بار اول که آویزون کردیم ,خوب شد خودمون  امتحان کردیم با دست,تمام دوخت هاش باز شدن,ایمنی اصلا نداره",0
نسبت به قیمتش فک نمیکردم انقدر گرم و خوبی باشه ولی وقتی رسید دستم دیدم فوق العاده اس برای زمستون و حتی مثل یه سویشرت جلو بسته برای بیرون از خونه . ظاهرش هم دقیقا شبیه عکسه . من سایز ۴۰_۴۲ اش رو سفارش دادم که برای من که سایز ۴۲ ام حالت گشاد وایمیسته مثل هودی ها . (یعنی راحت به سایز ۴۴ هم میخوره حالا سایز های بالاتر رو نمیدونم چون لباس زمستونه کلا یکم گشاد باید باشه ),1
"خوب به بعضی پوست ها میسازه به بعضی ها نه 
منم اون دسته بودم که به پوستم ساخت 
قیمت خیلی خوبی هم داره نسبت به ماسک های دیگه",1
خوب بود وقتی رسید دستم خوشم اومد فقط در مشخصات بنظرم خوب باشه پهنای قاب هم ذکر بشه و در ضمن تنوع هم در این رابطه داشته باشد.,0
"افزایش حجم و وزن گوشی، البته که این یکی از مشخصات کاور های ضد ضربه هست.
به نظرم پاک شدن رنگ و شل شدن پایه پشتی بی ارتباط با استفاده از مواد ضدعفونی کننده نباشه.",0
"من یکی برای محافظ برق و یکی برای چند راهی برق خریدم که لامپش سوخته بود خوشبختانه این کلید لامپش از نوع ال ای دی هستش و طبیعتاً طول عمر بالایی داره
برند محصول فراز هست و از کیفیت قابل قبولی برخوردار هست
و هم قیمت بازار
دیجی کالا هم خیلی سریع و خوب ارسال کرد ممنونم",1
کالا با عکس خیلی فرق داشت اصلا خوب نبود کیفیتش هم خیلی پایین بود,0
خوب و عالی و مقرون به صرفه برای کاردستی دخترم گرفتم,1
کامل چشمی روپوشش ندادوکوچیکترازاندازه بود,0
از وقتی که مجبور شدیم پودر ایرانی پریل مصرف کنیم،رنگ و نقش همه ظروف پاک شدن,0
خوبه،برا اسباب بازی بچه قابل قبول ولی تاریخی روش پیدا نکردم,0
خوبه در کل سه سایز رو داره ولی ی سایز دو سری هست ک میتونستن سایز دیگه رو بزارن تو بسته بهتر بود. قیمتی هم نداره از سنجاق چ انتظاری دارید,0
عالی هست سبک وقسنگ هم هست میرزه به قیمته واقعا من راضیم بخرید شما هم,1
"من خیلی جاها دنبال بذر گوجی بری بودم ولی مناسب تر ازین قیمت پیدا نکردم.
از 100 تا بذر حدود 80 و خورده ایش جوانه زد.ولی توجه کنید که بذر گوجی بری ریز هست و زمان میبره تا سبز بشه",1
برای کارهای خونگی لازمه و مفیده. از رنگش هم خوشم اومد. سبک و باید در کار کشیدن ازش مراعاتش رو کرد.,0
عالیهههههههه بخرید پشمون نمیشید ارزش داره بخرید,1
بسته بندیش قشنگه خودشم خوبه باعث حساسیت نمیشه و راضی بودم,0
شما وقتی یک محصول تخصصی می‌خرید انتظار بیشتری دارید. پاک کنندگی چربی کاملاً در حد متوسط. حجمش هم که خیلی زیاد نیست. قیمتش هم به نسبت بالاست. با این اوصاف من ترجیح میدم یه پاک کننده عمومی مثل گاز پاک‌کن رافونه بگیرم، ارزان‌تر، حجم بیشتر و کارایی یکسان.,1
ساز خوبیه. ازین مدل داشتم و باز هم تهیه کردم چرا که کیفیتش از قیمتش بیشتره,1
بخشی که جای کارت ملی هست تو عکس پلاستیکی سفیده اما اونی که بدستم رسیده توری سیاه هستش؛عیب دیگه اینکه جای پول به اندازه کافی بزرگ نیست و وقتی کیف رو میبندی حجمش خیلی بزرگ میشه,0
من سومین بسته‌ای که سفارش دادم.. بچه هام از طعم شکلاتی راضی هستند,0
خیلی خوب بود ی کد  ریموت کنترل تلویزیون دادم کنترول و اوردن جلوی در خونه خیلی راحت و بی دردسر,0
بهتر از بقیه برندهاست ک شبیه دستمال توالت هستن,0
از نظر جنسش خوب نبود ولی از نظر قیمت نسبت به بقیه اجناس مشابه ارزانتر بود در کل راضیم,1
از نظر کیفیت در حد متوسطه وباقیمت 260هزارتومن در شگفت انگیز با وجود اینکه تقریبا 50هزارتومن گرونه اما بازم خوبه اما باقیمت 450هزارتومن اصلا منطقی ومعقول نیست وتوصیه نمیکنم,1
"بیرون ۵۰ قیمت کردم، اینجا همون کیفیت ۲۳ برای همین از دیجی کالا خریدم
اگه شکم دارین یه سایز بزرگتر بخرید عکس جدول سایز بندیشو گذاشتم
خوب گرم میکنه",1
"من چهار ماهه مرتب استفاده میکنم  نتیجه اش هم اینه ک راضی نیستم ازش چون هم موهامو کدر میکنه هم اصلا تقویت نمیکنه انگار ک یه کرم میزنی به موهات .فقط برای وقتایی خوبه ک میخوای اتو بکشی  و اینکه برای من زده بدون ابکشی . من از بیرون هم گرفتم ارزونتر از دی جی بود
کلا خریدش رو توصیه نمیکنم",1
بنظر من اصلااا خوب نبود دوتا گوشی ها با هم کار نمیکرد,0
این بند هم از نظر قیمت و هم از نظر دوام عالی بود عالی👌👌,1
من چندساله  از این دستگاه استفاده میکنم، بسیار با کیفیت هست، وقدرت جوش خوبی داره، درمقایسه با اینورتر کمی  سنگینه،  اگه با وزنش که حدود20کیلو مشکلی ندارید، ارزش خرید داره,1
نسبت به چیزی که تو عکس بود خیلی کوچیک بود و دوتاش شکسته بود.,0
تازه گرفتم نسبت به قیمتش سرعت و کیفتش عالیه.برادوربین گرفتم,1
"کیفیت مناسب در مقایسه با قیمت
نداشتن گیره نظم دهنده برای بندها ",1
محکم و ضخیم درستش کنن هرچند قیمتش بالا باشه بهتره,1
من این محصولو خریدم 5 تومن با اینکه قیمتی نیست ولی فکر میکردم بزرگتر باشه ولی خیلی کوچولوعه و ارزششو نداره ک بخرین,1
كيفيت خوبي نداره و كلا حباب مي افته هم موبايل فروش نميتونه درست بچسبانه هم خودم نتونستم اين مدلها رو ، مدلهاي سراميكي بهتره .,0
"تازه امروز به دستم رسید با قیمتی که خریداری شده کیفیت و کارایی خوبی داره ضد اب بودنشو تست نکردم ولی ظاهرا که اینطور هست اندازه خوبی داره و مناسب دست های ظریف نیست
دوستان گرامی کسی اگه اطلاعی داره به چه صورت میشه کارت گارانتی رو فعال نمود حتما بنده رو راهنمایی کنید ممنون میشم
ظاهر قشنگی داره دوسش دارم و ضمنا تشکر از فروشگاه اسکمی بابت جعبه زیبا و بسته بندی تمیز و مرتب 
دوستانی که قصد خرید ساعت تو این رنج قیمت رو دارن پیشنهاد میکنم و دوستانی که حساس هستن بیشتر تحقیق کنن و مدل های بالاتر ببینن حتما
تشکر از عوامل محترم سایت دیجی کالا بابت سایت خوبتون",1
"جنس فوق العاده ای داره،نسبت به جنسای تو بازار ضخیم تره و من از خریدش راضی هستم
قیمتش رو هم دیجی کالا مناسب گذاشته بود",1
"به طور کلی محصولات پروتئینی دیجیکالا را توصیه میکنم تاریخ روز هست
اگه تو شگفت انگیز بخرید که چه بهتر",1
"بسیار عالی و تازه بود 
حتما پیشنهاد میکنم.",0
ساق پا رو کامل می گیره.  خیلی خوب بود . خوشم اومد,0
با اینکه موهای تقریبا سالم و صافی دارم ولی نتونست موهام رو خوب نرم کنه .ارزش خرید نداره,1
"واقعا عالی بود و با کیفیت
هیچ مشکلی هم نداشت
به نسبت بیرون قیمتشم خییییلی ارزونتر بود",1
جنس هدفون قابل قبول هستش و کیفیت لازم نسبت به قیمت دارد,1
وستیل توش خیلی جالب بود و به قیمتش می ارزید,1
من بعد از اینکه پسرم 16 ماهش شد این پماد رو پیدا کردم، پوست پسرم خیلی حساسه و پمادهای خارجی زیادی رو امتحان کردم که تاثیرگذاری مناسبی نداشتن ولی این پماد خیلی سریع اثر کرد خیلی عالیه، فقط قیمتش بالاس، محصول مشابه رو شرکت مینو زده که قیمتش 6000 تومنه خودم استفاده نکردم ولی دوستم که استفاده کرده از اون هم خیلی راضی بود,1
کیفیت مناسب و قیمت به صرفه مخصوصا در فروش ویژه ، ممنون از دیجی کالا,1
برای من کالای قبلا استفاده شده ارسال شد و سرگوشی هاش کثیف بود و قسمتی از سیم هم پارگی داشت,0
خوشگله من که پسندیدم جنسش تمام نخ نیست بیشتر مواده کمی ضخیمه پارچه طرح چهارخونه از خودش داره، خال خالاش هم اندازه خوبه با این قیمت من دوستش داشتم,1
سرشار از روغن آرگان، بعد شستشو موها خیلی نرم و لطیف میشه,0
این کتاب رو نمیتونم با هیچ کتاب دیگه ای مقایسه بکنم. چقد خوبه که دنبال کتاب خوب باشیم و شما که دارین این نظر رو میخونین باید بگم دنبال کتاب خوبی اومدین. این کتاب روش های فوق العاده ای هست که در مورد موفقیت، ترک عادات بد، ترک تنبلی، لاغر کردن، رابطه بهتر داشتن با همسر و فرزندان و... روش های بسیار بسیار مفیدی گفته که زندگی شما رو عوض خواهد کرد. شما رو به خودتون میاره و یه تلنگر محکم به زندگیتون میزنه. حتما این کتاب رو تهیه کنین و استفادش کنین. فوق العاده هست.,0
خیلی استفاده دارم از این اینجا قیمتش خوبه,1
"سلام
من این کاتر رو بعد از خرید از دیجی کالا به قیمت ۱۸.۵ تو مغازه بیرون ۱۵تومن دیدم که در کمال تعجب همراه با تیغ اضافه در داخل خود کاتر بود ولی این کاتر ارسالی تیغ های آن را درآورده بودند و خالی و بدون جعبه ارسال شد.
اگه ارزش داشت حتما برگشت میزدم و از همون بیرون میخریدم.
عکس هاشم گذاشتم",1
بعد از چندماه استفاده نظر میدم. هر از گاهی گیر میکنه و تاخیر داره و مجبور میشم قطع و وصلش کنم اما به نسبت قیمتش خوبه من 30 تومن خریدم بااین پول میشد فقط دوبار باتری ماوس بلوتوثی رو خرید,1
پاور بانک خوبیه سریع شارژ میشه و شارژ دهی خوبی داره و قیمت مناسب,1
خیلی خوب بود از همه نظر ، جنس خوبی هم داره و برای مسافرت خیلی به صرفه و راحته .من چهارتا سفارش دادم .در خریدتون شک نکنید عالی عالی‌.,1
من با تجویز دکتر برای ریزش مو از درما لیفت استفاده کردم ولی تاثیر چندانی نداشت ولی با توصیه ی یکی از دوستان از این محصول استفاده کردم که خیلی بهتره البته از داروخانه گرفتم,0
عالی عالی خرید کردم هم جنس عالی هم قیمت مناسب . سپاس از دی جی کالا,1
"سلام . حتما توصیه می کنم بخرید,  کاور خیلی خوش دست و وزن سبک و جنس بسیار عالی است ",0
جنس سنگین و سیلیکونی . ابعاد خوب . روی شیشه و سطح صیقلی حسابی میچسبه و تکون نمیخوره . جنس خوبه ولی قیمت کمی زیاده ,1
دوربین معرکه نیست ولی خوبه، باتری معرکه سوپر شارژ، کیفیت صفحه خوبه ولی عالی نیست.,0
کاله طعمش حرف نداره بعلاوه قیمت مناسب دیجی ,1
در کل خوبه بچه ها باهاش سرگرم میشنو دوسش دارن,0
"من توی شگفت انگیز گرفتم
خیلی به صرفه بود.
افیس 2019 هم ک داشت و بروز بود. ",1
سیم‌ش یه کمی نازک تر از حدیه ک فکرشو میکردم ولی در کل خوبه ترتیب خاموش روشن شدن چراغا خیلی جالبه,0
خیلی عالیه من رنگ یاسیشو سفارش دادم و واقعن زیباست,0
"خورد توی ذوقم و پس دادم
سایزنامناسب بود و جنس افتضاح",0
"راستش دوستان این کارت گرافیک برای اونایی هست که با هزینه‌ی کمتر میخوان یه کارت گرافیک خوب صاحب شن.برای بازی رد دد۲ بدک نیست ولی مثلا سایبر پانک رو اگر درست تنظیم کنید به خوبی بالا میاره.در ضمن برای مانیتور های قدیمی تر که ویجی ای دارن مناسبه.
خوبیش اینجاست که از rx550 هم بهتره و سیستم خنک کننده‌ی دو قلو داره باعث میشه کمتر بازی ها دچار لگ بشن",1
من تو شگفت انگیز گرفتم خیلی راضی هستم . نسبت به شگفت انگیز های دیگه بهتره ,1
"قیمتش مناسبه
استحکام خوبی داره 
از همه مهمتر در اندازه گیری وزن دقتش خوبه",1
خیلی قشنگتر از عکسشه .بزرگتر از تصورم بود ،خییییلی جذابن ،قیمتش هم عااالی ،حتما بخرین .,1
"ابر خوبی هستش خیلی اب و صاف  میکنه 
قیمتش خیلی خوب گذاشتن 
مرسی",1
من امروز دستم رسید خیلی خوبه بنظرم کاملا روغنیه و رنگاشم پررنگه حتما بخرید,1
"راپید خوبیه ۶ میل هست و از خودکارای ریز نویس ضخیم تره اگه مثل اون خودکارا میخواید باید ۱ الی ۲ میل خرید کنید ، روان مینویسه و پر رنگه و رنگ پس نمیده به هیچ وجه روی کاغذ ، اثرگذاری عالی و بی نقصی داره ، کمی گرونه فقط که خب با توجه به کیفیتش ارزشمنده ، خوراک طراح هاست ، هنرمندا از قدیم این برند رو میشناسن .

تصاویرش ارسال شده براتون ، اگه مطلب مفید بود براتون لایکو بزنید که دوستان دیگه هم استفاده کنن ، دمتون گرم",1
من قبلا چند باری پک باتری 3 تایی و 5 تایی ساختم ولی از این برد ها استفاده نکردم چون زورم میومد براش هزینه کنم.این پک ها اوایلش خوب بود ولی بعد دو سه بار شارژ کردن کلا خراب می شد مجبور میشدم باز میکردم میدیدم یکی از سلول ها صفر ولت شده و دیگه برق نمیده !! . گاهی هم پیش میومد که ولتاژ  یه باتری  رو 4.4 بود بقیه رو 4 و 3.8  یعنی نامیزون شارژ میشدن و یکی زودتر پر میشد ولی بقیه هنوز جا داشتن برای شارژ برای همین اونی که پر شده بود دچار شارژ بیش از حد میشد و از بین میرفت .الان چند وقته یکی از همین برد ها از بازار گرفتم و فعلا باتری ها خراب نشدن .فکر میکنم هزینه کردن برای این وسایل برای کسی که کار اصولی انجام میده واجبه و در نهایت توجیه اقتصادی داره .,1
عالیه واقعا کاربردی هست و استفاده ازش راحته,0
"تازه دریافت کردم، هنوز ازش استفاده نکردیم
امیدوارم خوب باشه
خودش خیلی سنگینه درش خیلی سبکه",0
به نسبت قیمت عالیه. عالی. حتما بخرید اگر به کارتون میاد.,1
من گرفتم اما کار نکرد با توجه به قیمیت نباید انتظار داشته باشین,1
عالی عکس رو نگاه کنید برای مخصوصا برای تبلت,0
با وضعیت گرونی الان ، در فروش ویژه و شگفت انگیز خریداری بشه میصرفه ، وقدرت جذبش هم خوبه ,1
طراحیش قشنگه اما تمام اتصالاتش رو باید سمباده بزنید چون بزرگه و تو قسمت های خالی نمیره ,0
"قشنگه
قیمتش خوب بود 
ضخیم تر بود بهتر بود 
رنگش قشنگه",1
خوب بود توصیه میشه البته هنوز استفاده نکردم نمیدونم چطور باشه ولی الان خوشم اومد ازش,0
"انقدر شناخته شدست ک نیاز به تعریف نداره
فقط خیلی گرونه",1
عالیه،بعد چندبار استفاده مداوم همه شپش ها رفتن ،فقط هرروز لستفاده کنید که اونایی که تازه از تخم میان بیرون قبل بالغ شدن و تخم ریزی نابود شن,0
مزخرف‌ترین جنس بازار رو گرفتن و چند برابر قیمت دارن میدن دست مردم دیجی کالا عزیز لطفا نزارید با اسم شما کلاه برداری کنن,1
"با بقیه نوشیدنی ها یک تفاوت اساسی داره.
حتی برای کودکان هم بسیار مناسبه",0
برای کسایی که کالکشن جوراب دارن خیلی خوبه ولی برای استفاده روزمره خوب نیست و با یک بار شستن رنگش میره.,0
"خیلی خوب بود و راضی ام از خریدم
برای پسر ۲سالم خریدم پ بلافاصله بعد از سه روز برای برادرزادم سفارش دادم
ممنون از دیجی کالا🙏🏻",0
